uniprot_id,protein,gene,description
Q02978,M2OM_HUMAN,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein
O75746,CMC1_HUMAN,SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1
Q9UJS0,CMC2_HUMAN,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2
O43772,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein
Q6NUK1,SCMC1_HUMAN,SLC25A24,Calcium-binding mitochondrial carrier protein SCaMC-1
Q00325,MPCP_HUMAN,SLC25A3,"Phosphate carrier protein, mitochondrial"
P12235,ADT1_HUMAN,SLC25A4,ADP/ATP translocase 1
Q86VD7,S2542_HUMAN,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42
Q96AG3,S2546_HUMAN,SLC25A46,Solute carrier family 25 member 46
P05141,ADT2_HUMAN,SLC25A5,ADP/ATP translocase 2
P12236,ADT3_HUMAN,SLC25A6,ADP/ATP translocase 3
Q6PCB7,S27A1_HUMAN,SLC27A1,Long-chain fatty acid transport protein 1
Q99808,S29A1_HUMAN,SLC29A1,Equilibrative nucleoside transporter 1
P14672,GLUT4_HUMAN,SLC2A4,"Solute carrier family 2, facilitated glucose transporter member 4"
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein
O43826,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4
Q8IWA5,CTL2_HUMAN,SLC44A2,Choline transporter-like protein 2
Q9GZT3,SLIRP_HUMAN,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
Q9H2G2,SLK_HUMAN,SLK,STE20-like serine/threonine-protein kinase
Q14BN4,SLMAP_HUMAN,SLMAP,Sarcolemmal membrane-associated protein
Q8N5G0,SIM20_HUMAN,SMIM20,Small integral membrane protein 20
Q8WVI0,SMIM4_HUMAN,SMIM4,Small integral membrane protein 4
Q9UHP9,SMPX_HUMAN,SMPX,Small muscular protein
P53814,SMTN_HUMAN,SMTN,Smoothelin
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1
Q8NB12,SMYD1_HUMAN,SMYD1,Histone-lysine N-methyltransferase SMYD1
O95721,SNP29_HUMAN,SNAP29,Synaptosomal-associated protein 29
P37840,SYUA_HUMAN,SNCA,Alpha-synuclein
O76070,SYUG_HUMAN,SNCG,Gamma-synuclein
Q7KZF4,SND1_HUMAN,SND1,Staphylococcal nuclease domain-containing protein 1
Q96H20,SNF8_HUMAN,SNF8,Vacuolar-sorting protein SNF8
P08621,RU17_HUMAN,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa
P09012,SNRPA_HUMAN,SNRPA,U1 small nuclear ribonucleoprotein A
P62316,SMD2_HUMAN,SNRPD2,Small nuclear ribonucleoprotein Sm D2
P62318,SMD3_HUMAN,SNRPD3,Small nuclear ribonucleoprotein Sm D3
Q13424,SNTA1_HUMAN,SNTA1,Alpha-1-syntrophin
Q13884,SNTB1_HUMAN,SNTB1,Beta-1-syntrophin
Q13425,SNTB2_HUMAN,SNTB2,Beta-2-syntrophin
P55769,NH2L1_HUMAN,SNU13,NHP2-like protein 1
Q9UMY4,SNX12_HUMAN,SNX12,Sorting nexin-12
O60749,SNX2_HUMAN,SNX2,Sorting nexin-2
O60493,SNX3_HUMAN,SNX3,Sorting nexin-3
Q9Y5X3,SNX5_HUMAN,SNX5,Sorting nexin-5
Q9UNH7,SNX6_HUMAN,SNX6,Sorting nexin-6
P00441,SODC_HUMAN,SOD1,Superoxide dismutase [Cu-Zn]
P04179,SODM_HUMAN,SOD2,"Superoxide dismutase [Mn], mitochondrial"
P08294,SODE_HUMAN,SOD3,Extracellular superoxide dismutase [Cu-Zn]
Q9BX66,SRBS1_HUMAN,SORBS1,Sorbin and SH3 domain-containing protein 1
Q00796,DHSO_HUMAN,SORD,Sorbitol dehydrogenase
O60271,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4
Q8TB22,SPT20_HUMAN,SPATA20,Spermatogenesis-associated protein 20
Q9Y6A9,SPCS1_HUMAN,SPCS1,Signal peptidase complex subunit 1
Q15772,SPEG_HUMAN,SPEG,Striated muscle preferentially expressed protein kinase
Q8TCT8,SPP2A_HUMAN,SPPL2A,Signal peptide peptidase-like 2A
P35270,SPRE_HUMAN,SPR,Sepiapterin reductase
Q7Z698,SPRE2_HUMAN,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2"
Q8WW59,SPRY4_HUMAN,SPRYD4,SPRY domain-containing protein 4
Q13813,SPTN1_HUMAN,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1"
P11277,SPTB1_HUMAN,SPTB,"Spectrin beta chain, erythrocytic"
Q01082,SPTB2_HUMAN,SPTBN1,"Spectrin beta chain, non-erythrocytic 1"
Q9Y6N5,SQOR_HUMAN,SQOR,"Sulfide:quinone oxidoreductase, mitochondrial"
Q13501,SQSTM_HUMAN,SQSTM1,Sequestosome-1
P30626,SORCN_HUMAN,SRI,Sorcin
Q86TD4,SRCA_HUMAN,SRL,Sarcalumenin
P19623,SPEE_HUMAN,SRM,Spermidine synthase
P37108,SRP14_HUMAN,SRP14,Signal recognition particle 14 kDa protein
Q9Y5M8,SRPRB_HUMAN,SRPRB,Signal recognition particle receptor subunit beta
Q07955,SRSF1_HUMAN,SRSF1,Serine/arginine-rich splicing factor 1
Q05519,SRS11_HUMAN,SRSF11,Serine/arginine-rich splicing factor 11
P84103,SRSF3_HUMAN,SRSF3,Serine/arginine-rich splicing factor 3
P05455,LA_HUMAN,SSB,Lupus La protein
Q04837,SSBP_HUMAN,SSBP1,"Single-stranded DNA-binding protein, mitochondrial"
Q14714,SSPN_HUMAN,SSPN,Sarcospan
P51571,SSRD_HUMAN,SSR4,Translocon-associated protein subunit delta
Q9NP77,SSU72_HUMAN,SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72
P50502,F10A1_HUMAN,ST13,Hsc70-interacting protein
Q96MF2,STAC3_HUMAN,STAC3,SH3 and cysteine-rich domain-containing protein 3
P40763,STAT3_HUMAN,STAT3,Signal transducer and activator of transcription 3
P51692,STA5B_HUMAN,STAT5B,Signal transducer and activator of transcription 5B
O95210,STBD1_HUMAN,STBD1,Starch-binding domain-containing protein 1
Q13586,STIM1_HUMAN,STIM1,Stromal interaction molecule 1
P31948,STIP1_HUMAN,STIP1,Stress-induced-phosphoprotein 1
Q15208,STK38_HUMAN,STK38,Serine/threonine-protein kinase 38
P27105,STOM_HUMAN,STOM,Erythrocyte band 7 integral membrane protein
Q9UJZ1,STML2_HUMAN,STOML2,"Stomatin-like protein 2, mitochondrial"
Q9Y3F4,STRAP_HUMAN,STRAP,Serine-threonine kinase receptor-associated protein
Q13033,STRN3_HUMAN,STRN3,Striatin-3
P46977,STT3A_HUMAN,STT3A,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
Q9UNE7,CHIP_HUMAN,STUB1,E3 ubiquitin-protein ligase CHIP
Q12846,STX4_HUMAN,STX4,Syntaxin-4
O15400,STX7_HUMAN,STX7,Syntaxin-7
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3
P53999,TCP4_HUMAN,SUB1,Activated RNA polymerase II transcriptional coactivator p15
Q9P2R7,SUCB1_HUMAN,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
P53597,SUCA_HUMAN,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
Q96I99,SUCB2_HUMAN,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"
Q9Y2Z0,SGT1_HUMAN,SUGT1,Protein SGT1 homolog
P50225,ST1A1_HUMAN,SULT1A1,Sulfotransferase 1A1
P61956,SUMO2_HUMAN,SUMO2,Small ubiquitin-related modifier 2
P51687,SUOX_HUMAN,SUOX,"Sulfite oxidase, mitochondrial"
Q8IYB8,SUV3_HUMAN,SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial"
O15260,SURF4_HUMAN,SURF4,Surfeit locus protein 4
O95425,SVIL_HUMAN,SVIL,Supervillin
O60506,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q
Q8WXH0,SYNE2_HUMAN,SYNE2,Nesprin-2
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2
O15056,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2
P57105,SYJ2B_HUMAN,SYNJ2BP,Synaptojanin-2-binding protein
O15061,SYNEM_HUMAN,SYNM,Synemin
Q8N3V7,SYNPO_HUMAN,SYNPO,Synaptopodin
Q9UMS6,SYNP2_HUMAN,SYNPO2,Synaptopodin-2
Q9H987,SYP2L_HUMAN,SYNPO2L,Synaptopodin 2-like protein
Q16563,SYPL1_HUMAN,SYPL1,Synaptophysin-like protein 1
Q5VXT5,SYPL2_HUMAN,SYPL2,Synaptophysin-like protein 2
Q7Z422,SZRD1_HUMAN,SZRD1,SUZ domain-containing protein 1
O95359,TACC2_HUMAN,TACC2,Transforming acidic coiled-coil-containing protein 2
Q9BSH4,TACO1_HUMAN,TACO1,Translational activator of cytochrome c oxidase 1
Q01995,TAGL_HUMAN,TAGLN,Transgelin
P37802,TAGL2_HUMAN,TAGLN2,Transgelin-2
P37837,TALDO_HUMAN,TALDO1,Transaldolase
O15533,TPSN_HUMAN,TAPBP,Tapasin
Q13148,TADBP_HUMAN,TARDBP,TAR DNA-binding protein 43
P26639,SYTC_HUMAN,TARS1,"Threonine--tRNA ligase 1, cytoplasmic"
A2RTX5,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic"
Q6P1N9,TATD1_HUMAN,TATDN1,Putative deoxyribonuclease TATDN1
Q9HA65,TBC17_HUMAN,TBC1D17,TBC1 domain family member 17
Q9ULP9,TBC24_HUMAN,TBC1D24,TBC1 domain family member 24
O60343,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4
O75347,TBCA_HUMAN,TBCA,Tubulin-specific chaperone A
Q99426,TBCB_HUMAN,TBCB,Tubulin-folding cofactor B
Q15813,TBCE_HUMAN,TBCE,Tubulin-specific chaperone E
O15273,TELT_HUMAN,TCAP,Telethonin
O75764,TCEA3_HUMAN,TCEA3,Transcription elongation factor A protein 3
P17987,TCPA_HUMAN,TCP1,T-complex protein 1 subunit alpha
Q9NZ01,TECR_HUMAN,TECR,Very-long-chain enoyl-CoA reductase
Q9UGI8,TES_HUMAN,TES,Testin
Q00059,TFAM_HUMAN,TFAM,"Transcription factor A, mitochondrial"
Q92734,TFG_HUMAN,TFG,Protein TFG
P02786,TFR1_HUMAN,TFRC,Transferrin receptor protein 1
Q15582,BGH3_HUMAN,TGFBI,Transforming growth factor-beta-induced protein ig-h3
P21980,TGM2_HUMAN,TGM2,Protein-glutamine gamma-glutamyltransferase 2
Q8WY91,THAP4_HUMAN,THAP4,THAP domain-containing protein 4
P35443,TSP4_HUMAN,THBS4,Thrombospondin-4
Q8WUY1,THEM6_HUMAN,THEM6,Protein THEM6
Q8IYQ7,THNS1_HUMAN,THNSL1,Threonine synthase-like 1
P52888,THOP1_HUMAN,THOP1,Thimet oligopeptidase
P10828,THB_HUMAN,THRB,Thyroid hormone receptor beta
Q01085,TIAR_HUMAN,TIAL1,Nucleolysin TIAR
Q9NQ88,TIGAR_HUMAN,TIGAR,"Fructose-2,6-bisphosphatase TIGAR"
P62072,TIM10_HUMAN,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10
Q9Y5L4,TIM13_HUMAN,TIMM13,Mitochondrial import inner membrane translocase subunit Tim13
Q9BVV7,TIM21_HUMAN,TIMM21,Mitochondrial import inner membrane translocase subunit Tim21
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44
Q3ZCQ8,TIM50_HUMAN,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50
O60220,TIM8A_HUMAN,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A
Q9Y5J9,TIM8B_HUMAN,TIMM8B,Mitochondrial import inner membrane translocase subunit Tim8 B
Q9Y5J7,TIM9_HUMAN,TIMM9,Mitochondrial import inner membrane translocase subunit Tim9
O75663,TIPRL_HUMAN,TIPRL,TIP41-like protein
Q3LXA3,TKFC_HUMAN,TKFC,Triokinase/FMN cyclase
P29401,TKT_HUMAN,TKT,Transketolase
Q9Y490,TLN1_HUMAN,TLN1,Talin-1
Q9Y4G6,TLN2_HUMAN,TLN2,Talin-2
Q9Y2S6,TMA7_HUMAN,TMA7,Translation machinery-associated protein 7
Q9UM00,TMCO1_HUMAN,TMCO1,Calcium load-activated calcium channel
Q13445,TMED1_HUMAN,TMED1,Transmembrane emp24 domain-containing protein 1
P49755,TMEDA_HUMAN,TMED10,Transmembrane emp24 domain-containing protein 10
Q15363,TMED2_HUMAN,TMED2,Transmembrane emp24 domain-containing protein 2
Q9BVK6,TMED9_HUMAN,TMED9,Transmembrane emp24 domain-containing protein 9
Q9BVC6,TM109_HUMAN,TMEM109,Transmembrane protein 109
P17152,TMM11_HUMAN,TMEM11,"Transmembrane protein 11, mitochondrial"
Q9BXJ8,TACAN_HUMAN,TMEM120A,Transmembrane protein 120A
Q9H061,T126A_HUMAN,TMEM126A,Transmembrane protein 126A
Q96AN5,TM143_HUMAN,TMEM143,Transmembrane protein 143
Q9P0S9,TM14C_HUMAN,TMEM14C,Transmembrane protein 14C
Q66K66,TM198_HUMAN,TMEM198,Transmembrane protein 198
Q6UW68,TM205_HUMAN,TMEM205,Transmembrane protein 205
Q96A57,TM230_HUMAN,TMEM230,Transmembrane protein 230
Q9H330,TM245_HUMAN,TMEM245,Transmembrane protein 245
Q9H6F2,TM38A_HUMAN,TMEM38A,Trimeric intracellular cation channel type A
Q9BTV4,TMM43_HUMAN,TMEM43,Transmembrane protein 43
O94886,TM63A_HUMAN,TMEM63A,CSC1-like protein 1
Q9BUB7,TMM70_HUMAN,TMEM70,"Transmembrane protein 70, mitochondrial"
Q9NVH6,TMLH_HUMAN,TMLHE,"Trimethyllysine dioxygenase, mitochondrial"
P28289,TMOD1_HUMAN,TMOD1,Tropomodulin-1
Q9NZQ9,TMOD4_HUMAN,TMOD4,Tropomodulin-4
P42167,LAP2B_HUMAN,TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma"
P62328,TYB4_HUMAN,TMSB4X,Thymosin beta-4
Q9H3N1,TMX1_HUMAN,TMX1,Thioredoxin-related transmembrane protein 1
Q9Y320,TMX2_HUMAN,TMX2,Thioredoxin-related transmembrane protein 2
Q96JJ7,TMX3_HUMAN,TMX3,Protein disulfide-isomerase TMX3
Q9H1E5,TMX4_HUMAN,TMX4,Thioredoxin-related transmembrane protein 4
Q9H2S6,TNMD_HUMAN,TNMD,Tenomodulin
P63316,TNNC1_HUMAN,TNNC1,"Troponin C, slow skeletal and cardiac muscles"
P02585,TNNC2_HUMAN,TNNC2,"Troponin C, skeletal muscle"
P19237,TNNI1_HUMAN,TNNI1,"Troponin I, slow skeletal muscle"
P48788,TNNI2_HUMAN,TNNI2,"Troponin I, fast skeletal muscle"
P13805,TNNT1_HUMAN,TNNT1,"Troponin T, slow skeletal muscle"
P45378,TNNT3_HUMAN,TNNT3,"Troponin T, fast skeletal muscle"
Q92973,TNPO1_HUMAN,TNPO1,Transportin-1
Q9HBL0,TENS1_HUMAN,TNS1,Tensin-1
Q9H0E2,TOLIP_HUMAN,TOLLIP,Toll-interacting protein
O60784,TOM1_HUMAN,TOM1,Target of Myb protein 1
Q6ZVM7,TM1L2_HUMAN,TOM1L2,TOM1-like protein 2
Q9NS69,TOM22_HUMAN,TOMM22,Mitochondrial import receptor subunit TOM22 homolog
O96008,TOM40_HUMAN,TOMM40,Mitochondrial import receptor subunit TOM40 homolog
Q8N4H5,TOM5_HUMAN,TOMM5,Mitochondrial import receptor subunit TOM5 homolog
O94826,TOM70_HUMAN,TOMM70,Mitochondrial import receptor subunit TOM70
Q5JTV8,TOIP1_HUMAN,TOR1AIP1,Torsin-1A-interacting protein 1
Q9H496,IFG15_HUMAN,TOR1AIP2,Torsin-1A-interacting protein 2
P55327,TPD52_HUMAN,TPD52,Tumor protein D52
O43399,TPD54_HUMAN,TPD52L2,Tumor protein D54
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase
P09493,TPM1_HUMAN,TPM1,Tropomyosin alpha-1 chain
P07951,TPM2_HUMAN,TPM2,Tropomyosin beta chain
P06753,TPM3_HUMAN,TPM3,Tropomyosin alpha-3 chain
P67936,TPM4_HUMAN,TPM4,Tropomyosin alpha-4 chain
P29144,TPP2_HUMAN,TPP2,Tripeptidyl-peptidase 2
O94811,TPPP_HUMAN,TPPP,Tubulin polymerization-promoting protein
Q9BW30,TPPP3_HUMAN,TPPP3,Tubulin polymerization-promoting protein family member 3
P20231,TRYB2_HUMAN,TPSB2,Tryptase beta-2
P13693,TCTP_HUMAN,TPT1,Translationally-controlled tumor protein
Q12931,TRAP1_HUMAN,TRAP1,"Heat shock protein 75 kDa, mitochondrial"
O43617,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3
Q13061,TRDN_HUMAN,TRDN,Triadin
Q14258,TRI25_HUMAN,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25
Q13263,TIF1B_HUMAN,TRIM28,Transcription intermediary factor 1-beta
Q9BYV2,TRI54_HUMAN,TRIM54,Tripartite motif-containing protein 54
Q6ZMU5,TRI72_HUMAN,TRIM72,Tripartite motif-containing protein 72
Q15642,CIP4_HUMAN,TRIP10,Cdc42-interacting protein 4
Q7L0Y3,TM10C_HUMAN,TRMT10C,tRNA methyltransferase 10 homolog C
Q9UI30,TR112_HUMAN,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein
Q15714,T22D1_HUMAN,TSC22D1,TSC22 domain family protein 1
P43897,EFTS_HUMAN,TSFM,"Elongation factor Ts, mitochondrial"
Q99816,TS101_HUMAN,TSG101,Tumor susceptibility gene 101 protein
Q15631,TSN_HUMAN,TSN,Translin
Q99598,TSNAX_HUMAN,TSNAX,Translin-associated protein X
P19075,TSN8_HUMAN,TSPAN8,Tetraspanin-8
P30536,TSPO_HUMAN,TSPO,Translocator protein
Q16762,THTR_HUMAN,TST,Thiosulfate sulfurtransferase
P53804,TTC3_HUMAN,TTC3,E3 ubiquitin-protein ligase TTC3
Q5R3I4,TTC38_HUMAN,TTC38,Tetratricopeptide repeat protein 38
Q8WZ42,TITIN_HUMAN,TTN,Titin
P02766,TTHY_HUMAN,TTR,Transthyretin
P68363,TBA1B_HUMAN,TUBA1B,Tubulin alpha-1B chain
P68366,TBA4A_HUMAN,TUBA4A,Tubulin alpha-4A chain
Q9NY65,TBA8_HUMAN,TUBA8,Tubulin alpha-8 chain
P07437,TBB5_HUMAN,TUBB,Tubulin beta chain
Q13885,TBB2A_HUMAN,TUBB2A,Tubulin beta-2A chain
P68371,TBB4B_HUMAN,TUBB4B,Tubulin beta-4B chain
Q9BUF5,TBB6_HUMAN,TUBB6,Tubulin beta-6 chain
P49411,EFTU_HUMAN,TUFM,"Elongation factor Tu, mitochondrial"
Q6IBS0,TWF2_HUMAN,TWF2,Twinfilin-2
Q8N3L3,TXLNB_HUMAN,TXLNB,Beta-taxilin
P10599,THIO_HUMAN,TXN,Thioredoxin
Q99757,THIOM_HUMAN,TXN2,"Thioredoxin, mitochondrial"
O95881,TXD12_HUMAN,TXNDC12,Thioredoxin domain-containing protein 12
Q9BRA2,TXD17_HUMAN,TXNDC17,Thioredoxin domain-containing protein 17
Q8NBS9,TXND5_HUMAN,TXNDC5,Thioredoxin domain-containing protein 5
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1
Q16881,TRXR1_HUMAN,TXNRD1,"Thioredoxin reductase 1, cytoplasmic"
Q9NNW7,TRXR2_HUMAN,TXNRD2,"Thioredoxin reductase 2, mitochondrial"
P19971,TYPH_HUMAN,TYMP,Thymidine phosphorylase
P26368,U2AF2_HUMAN,U2AF2,Splicing factor U2AF 65 kDa subunit
P22314,UBA1_HUMAN,UBA1,Ubiquitin-like modifier-activating enzyme 1
Q9UBT2,SAE2_HUMAN,UBA2,SUMO-activating enzyme subunit 2
Q9BSL1,UBAC1_HUMAN,UBAC1,Ubiquitin-associated domain-containing protein 1
Q14157,UBP2L_HUMAN,UBAP2L,Ubiquitin-associated protein 2-like
P63146,UBE2B_HUMAN,UBE2B,Ubiquitin-conjugating enzyme E2 B
P51668,UB2D1_HUMAN,UBE2D1,Ubiquitin-conjugating enzyme E2 D1
P61077,UB2D3_HUMAN,UBE2D3,Ubiquitin-conjugating enzyme E2 D3
Q969M7,UBE2F_HUMAN,UBE2F,NEDD8-conjugating enzyme UBE2F
P62253,UB2G1_HUMAN,UBE2G1,Ubiquitin-conjugating enzyme E2 G1
P63279,UBC9_HUMAN,UBE2I,SUMO-conjugating enzyme UBC9
P61086,UBE2K_HUMAN,UBE2K,Ubiquitin-conjugating enzyme E2 K
P68036,UB2L3_HUMAN,UBE2L3,Ubiquitin-conjugating enzyme E2 L3
P61081,UBC12_HUMAN,UBE2M,NEDD8-conjugating enzyme Ubc12
P61088,UBE2N_HUMAN,UBE2N,Ubiquitin-conjugating enzyme E2 N
Q9C0C9,UBE2O_HUMAN,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme
Q712K3,UB2R2_HUMAN,UBE2R2,Ubiquitin-conjugating enzyme E2 R2
Q13404,UB2V1_HUMAN,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1
Q15819,UB2V2_HUMAN,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2
Q9H832,UBE2Z_HUMAN,UBE2Z,Ubiquitin-conjugating enzyme E2 Z
Q05086,UBE3A_HUMAN,UBE3A,Ubiquitin-protein ligase E3A
Q15386,UBE3C_HUMAN,UBE3C,Ubiquitin-protein ligase E3C
P11441,UBL4A_HUMAN,UBL4A,Ubiquitin-like protein 4A
Q9BZL1,UBL5_HUMAN,UBL5,Ubiquitin-like protein 5
Q6ZU65,UBN2_HUMAN,UBN2,Ubinuclein-2
Q9UMX0,UBQL1_HUMAN,UBQLN1,Ubiquilin-1
Q9UHD9,UBQL2_HUMAN,UBQLN2,Ubiquilin-2
Q5T4S7,UBR4_HUMAN,UBR4,E3 ubiquitin-protein ligase UBR4
Q04323,UBXN1_HUMAN,UBXN1,UBX domain-containing protein 1
Q92575,UBXN4_HUMAN,UBXN4,UBX domain-containing protein 4
Q9BZV1,UBXN6_HUMAN,UBXN6,UBX domain-containing protein 6
P09936,UCHL1_HUMAN,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1
P15374,UCHL3_HUMAN,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3
Q9Y5K5,UCHL5_HUMAN,UCHL5,Ubiquitin carboxyl-terminal hydrolase isozyme L5
Q92890,UFD1_HUMAN,UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1
O94874,UFL1_HUMAN,UFL1,E3 UFM1-protein ligase 1
P61960,UFM1_HUMAN,UFM1,Ubiquitin-fold modifier 1
Q9NYU2,UGGG1_HUMAN,UGGT1,UDP-glucose:glycoprotein glucosyltransferase 1
Q16851,UGPA_HUMAN,UGP2,UTP--glucose-1-phosphate uridylyltransferase
Q8IWX7,UN45B_HUMAN,UNC45B,Protein unc-45 homolog B
Q9UDW1,QCR9_HUMAN,UQCR10,Cytochrome b-c1 complex subunit 9
O14957,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10
P14927,QCR7_HUMAN,UQCRB,Cytochrome b-c1 complex subunit 7
P31930,QCR1_HUMAN,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial"
P22695,QCR2_HUMAN,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial"
P47985,UCRI_HUMAN,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
P07919,QCR6_HUMAN,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial"
O14949,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8
O60763,USO1_HUMAN,USO1,General vesicular transport factor p115
Q92995,UBP13_HUMAN,USP13,Ubiquitin carboxyl-terminal hydrolase 13
P54578,UBP14_HUMAN,USP14,Ubiquitin carboxyl-terminal hydrolase 14
Q9Y4E8,UBP15_HUMAN,USP15,Ubiquitin carboxyl-terminal hydrolase 15
Q9UPU5,UBP24_HUMAN,USP24,Ubiquitin carboxyl-terminal hydrolase 24
Q96K76,UBP47_HUMAN,USP47,Ubiquitin carboxyl-terminal hydrolase 47
P45974,UBP5_HUMAN,USP5,Ubiquitin carboxyl-terminal hydrolase 5
Q93008,USP9X_HUMAN,USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X
Q8TED0,UTP15_HUMAN,UTP15,U3 small nucleolar RNA-associated protein 15 homolog
P46939,UTRO_HUMAN,UTRN,Utrophin
P63027,VAMP2_HUMAN,VAMP2,Vesicle-associated membrane protein 2
Q9P0L0,VAPA_HUMAN,VAPA,Vesicle-associated membrane protein-associated protein A
O95292,VAPB_HUMAN,VAPB,Vesicle-associated membrane protein-associated protein B/C
P26640,SYVC_HUMAN,VARS1,Valine--tRNA ligase
Q99536,VAT1_HUMAN,VAT1,Synaptic vesicle membrane protein VAT-1 homolog
P61758,PFD3_HUMAN,VBP1,Prefoldin subunit 3
P13611,CSPG2_HUMAN,VCAN,Versican core protein
P18206,VINC_HUMAN,VCL,Vinculin
P55072,TERA_HUMAN,VCP,Transitional endoplasmic reticulum ATPase
P21796,VDAC1_HUMAN,VDAC1,Voltage-dependent anion-selective channel protein 1
P45880,VDAC2_HUMAN,VDAC2,Voltage-dependent anion-selective channel protein 2
Q9Y277,VDAC3_HUMAN,VDAC3,Voltage-dependent anion-selective channel protein 3
P08670,VIME_HUMAN,VIM,Vimentin
Q96RL7,VP13A_HUMAN,VPS13A,Vacuolar protein sorting-associated protein 13A
Q709C8,VP13C_HUMAN,VPS13C,Vacuolar protein sorting-associated protein 13C
Q9BRG1,VPS25_HUMAN,VPS25,Vacuolar protein-sorting-associated protein 25
O75436,VP26A_HUMAN,VPS26A,Vacuolar protein sorting-associated protein 26A
Q9UK41,VPS28_HUMAN,VPS28,Vacuolar protein sorting-associated protein 28 homolog
Q9UBQ0,VPS29_HUMAN,VPS29,Vacuolar protein sorting-associated protein 29
Q96QK1,VPS35_HUMAN,VPS35,Vacuolar protein sorting-associated protein 35
Q86VN1,VPS36_HUMAN,VPS36,Vacuolar protein-sorting-associated protein 36
Q9UN37,VPS4A_HUMAN,VPS4A,Vacuolar protein sorting-associated protein 4A
O75351,VPS4B_HUMAN,VPS4B,Vacuolar protein sorting-associated protein 4B
Q9NP79,VTA1_HUMAN,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog
A3KMH1,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8
P04275,VWF_HUMAN,VWF,von Willebrand factor
P23381,SYWC_HUMAN,WARS1,"Tryptophan--tRNA ligase, cytoplasmic"
Q9UGM6,SYWM_HUMAN,WARS2,"Tryptophan--tRNA ligase, mitochondrial"
Q969T9,WBP2_HUMAN,WBP2,WW domain-binding protein 2
O75083,WDR1_HUMAN,WDR1,WD repeat-containing protein 1
Q5JSH3,WDR44_HUMAN,WDR44,WD repeat-containing protein 44
Q9BQA1,MEP50_HUMAN,WDR77,Methylosome protein 50
Q702N8,XIRP1_HUMAN,XIRP1,Xin actin-binding repeat-containing protein 1
Q9NQW7,XPP1_HUMAN,XPNPEP1,Xaa-Pro aminopeptidase 1
O14980,XPO1_HUMAN,XPO1,Exportin-1
Q9UIA9,XPO7_HUMAN,XPO7,Exportin-7
